"manyclasses_institution_id","manyclasses_course_id","manyclasses_student_id","outcome","student_cumulativeGrade","student_accessedAllTreatmentQuizzes","student_accessedAllDelayedFeedback","student_accessedAllImmediateFeedback","student_nbrOfQuizzesWithFeedbackView","student_timeSpentOnTreatmentQuizzes","student_avgTimeSpentOnTreatmentQuizzes","student_timeSpentViewingFeedback","student_avgTimeSpentViewingFeedback","student_daysSubmittedBeforeDueDate","student_daysFeedbackAfterSubmission"
"1","28","ad12c94a7fb481d4a8f2693984ff6f3d","-0.550854017",0.210250782357936,"yes","yes","yes",10,-0.202149801260955,-0.403126222583033,1.86798474071513,0.242143753126463,0.431334490740741,4.40935185185185
"1","28","b36073e85585485c584a4e4e9e130567","1.219694081",-1.63093905775768,"no","no","no",5,0.0510683542553052,0.998122373762589,-0.679998781958735,-0.393876489241849,0.0195447530864198,1.6139525462963
"1","28","c91971f2eafbdd5811f96ad88560bb15","0.301148434",-0.967254347948565,"no","no","no",5,-0.223466768221831,-0.404531563927856,-0.0562158925210836,1.64730475370762,0.345342881944444,3.94193287037037
"1","28","f49fa47286537bfc8b076c3f0e5e89cb","0.660935918",-0.683582657465635,"no","no","yes",6,-0.264730103196269,-0.568134664228453,-0.730511505571943,1.79521643797932,0.254218106995885,21.0231828703704
"1","28","f7f8764fcebdd35a677c2a558b017433","0.969913351",0.922106156588684,"yes","no","yes",9,-0.208452479753528,-0.421085005663199,2.73411675204548,-0.95594088947431,0.539208333333333,2.10605902777778
"1","28","f9e135cf37f9ae8a43aa91577864702e","-0.126920879",1.21113014311846,"yes","no","yes",6,4.12482069208397,4.81918561363886,0.706696022299915,-0.120239873339203,0.373064814814815,4.06782407407407
"1","29","3cbb07dfd137d23a7ac088a1d363f4f4","0.252385095",-0.353419895511483,"yes","no","yes",8,-0.263681515006856,-0.361723898270606,-0.347353127374481,-0.640014943840251,0.737015046296296,4.52147762345679
"1","29","42ecc2bc1c2097073c81baebf43b33ad","-0.140377972",0.865603012631054,"yes","yes","yes",10,-0.265668991275708,-0.364745616253597,0.494677766618762,-0.68415363771102,2.25525925925926,5.25994907407407
"1","29","47812c164bcf893e5a870831be676dcc","0.597749069",-0.644630923567755,"yes","yes","yes",10,-0.257080357205596,-0.351687633914026,0.725075109657651,-0.30582197596157,4.27925694444444,8.43933796296296
"1","29","54145717923d3a1da5e1750992264e48","0.224182614",0.723383673347759,"yes","yes","yes",10,-0.264105801233761,-0.362368974310944,-0.384464484787732,-0.0819757427598123,0.100045138888889,3.23737037037037
"1","29","579373228a89dbd893e32bab7ded96fd","-0.801231532",0.906237109569138,"yes","no","yes",9,-0.25393443005976,-0.346904631078351,0.0684412814557878,-1.04672148022091,7.57446296296296,10.8298958333333
"1","29","614a93ff35b1c84ea3dade5f2dd49a35","0.563305771",0.445717344270847,"yes","no","yes",9,1.26867821094462,0.88668956766577,1.64784451212761,0.431924764449857,1.09681018518519,3.5752025462963
"1","29","6d6d817d713066d82d601b62cd58bfdb","-0.823581712",0.933326507527862,"yes","no","yes",5,-0.270227481103803,-0.371676250296736,-0.713957555366182,-0.708114642955152,0.800445601851852,NA
"1","29","83258cab6315918ccac2ae0de77973c7","-0.099106332",0.659723588144759,"yes","yes","yes",10,-0.261123724460104,-0.357835086206294,-0.292190882000211,-0.307623555303234,1.02141203703704,5.16977314814815
"1","29","9d21551eef0817d6642eb42c92716be0","-0.203020528",1.52929326261977,"yes","yes","yes",10,-0.274129994529595,-0.377609551329002,-0.20583888588136,0.95607175416524,2.87302083333333,6.00725694444444
"1","29","a2a06404da8720432f61258524e4f23f","-0.497788557",-1.80947503579285,"no","no","yes",8,-0.271093875878798,-0.371409750950954,1.5971002287335,-0.299516448265746,0.0874742798353909,4.70144290123457
"1","29","ba58b903d29be9e308f1335fe331ede5","-0.207748956",-0.339875196532121,"yes","yes","yes",10,-0.15606689021405,-0.198108839280692,1.14590014267172,-0.507598862227943,0.353784722222222,3.74027546296296
"1","29","c976b04eaf4c8262698e97c2004d04e2","-0.450109441",-1.14578478580413,"yes","no","no",6,0.0602690680257537,0.130803895742022,0.103322500769788,-0.895388815521129,0.42587037037037,3.08403356481481
"1","29","cb05b929a0fef26a8e3b3edcf40dcda8","-0.648797475",-1.24059767865966,"yes","no","yes",8,-0.22979955769459,-0.310210468241802,-0.571703709014383,1.21002688211456,0.370332175925926,12.9971257716049
"1","29","ccad2094e710ae6022dd8365c5ff4e41","0.445949372",-0.529500982243182,"yes","no","yes",8,-0.266323817850837,-0.36574120109092,-0.649279974638452,-1.08455464639585,1.53051157407407,14.285474537037
"10","4","05eb5f5807505b08995a6924fb8538a8","-0.06595637",0.50370332056491,"yes","yes","yes",4,-0.378984426453081,-0.397491354765879,-0.67246633224237,-0.805109278837547,1.52428530092593,2.93295138888889
"10","4","0fead4e468a489068d55942e69e9daca","-0.595112908",1.35218752365553,"yes","no","yes",3,-0.410399380876866,-0.453818168462876,-0.656432620244915,2.39735977133691,1.98150752314815,2.75856481481481
"10","4","2869c20e60c564e3f44d927e7079e4b7","-0.819716335",-0.444982826509748,"yes","yes","yes",4,-0.329565466687103,-0.30888347387301,-0.667415717873355,0.353665640124783,0.31896412037037,2.19049768518519
"10","4","52beebec62a36d3d93154b41bb352101","0.911455746",0.135218752365554,"yes","yes","yes",4,-0.373451440957714,-0.387570746924736,-0.419406296050031,-0.0342099697874794,1.94624710648148,2.99783564814815
"10","4","67c368de303e5b74f4b707c430747006","0.166593005",0.325925678012588,"yes","yes","yes",4,-0.410137751089869,-0.453349067916972,-0.671390020099955,-0.809268059501367,0.186478587962963,2.70132523148148
"10","4","6a511cb81581edd7c2c826aa2440fa9b","1.145353454",-3.92942462053524,"no","no","no",2,-0.155959568026856,0.513953631830183,-0.585005168268254,-0.821328523426445,0.0380613425925926,1.79053240740741
"10","4","7200d3e4ab4f13a009ba353cec98b0c8","0.68417608",0.363097366909892,"yes","yes","yes",4,0.952711189358361,-0.372935968165502,1.70834201899958,-0.420837945500596,0.158020833333333,2.18482638888889
"10","4","8839a1630f4ea24bf39f0a4f817bc2d8","1.635587619",0.47946091476232,"yes","yes","yes",4,-0.41242458922806,-0.457449354170054,-0.6758926580315,-0.422917335832506,1.49920428240741,3.98513888888889
"10","4","8957d2094c06567b67a51ad5da0e6e16","-0.018288958",0.193400526291768,"yes","yes","yes",4,-0.397686111227265,-0.431023356750828,1.66711415735463,-0.818001498895389,1.01824074074074,3.03496527777778
"10","4","89b39d07cbda3126cb55c3bd292da304","-0.642137042",0.0964309030814099,"yes","yes","yes",4,-0.412880018857276,-0.458265936601812,-0.604653757087088,0.772732105015694,1.66708622685185,3.17142361111111
"10","4","95926dc64b09f789729e59f5c62bd794","0.316929506",-0.9120531783063,"yes","yes","yes",4,-0.414556387492474,-0.461271654914452,-0.17937395774207,2.52565815481575,0.57482349537037,2.78428819444444
"10","4","9cc19cbf237b550875d7b47c6cb1e734","0.300662907",0.476228593988642,"yes","no","yes",3,3.02984820827508,3.64701247290675,1.89152818515805,NA,0.761929976851852,0.99212962962963
"10","4","bc9a96863962161d2ce4865153b38217","-0.358091505",0.654006236540962,"yes","yes","yes",4,-0.394982603428303,-0.426175984443159,-0.443328708266483,-0.190649435758168,0.815350115740741,2.60560185185185
"10","4","bd583d578e9e06fbc80e3d01918dc6e5","0.492758742",-0.165387079586552,"yes","no","no",2,3.65477517949615,2.790191638767,-0.24694102374078,1.2087802576172,0.300153356481482,0.994664351851852
"10","4","c34c77c14b84d56ff138b5fc0998746f","-0.082764551",0.125521790044518,"yes","no","yes",3,0.0629373537600935,0.394871589547884,-0.0281776346850322,1.49095352565738,1.28831597222222,1.203125
"10","4","c9a133f80834dbae55b12bd627c413c2","1.079208756",-0.428821222641356,"yes","yes","yes",4,-0.347889241768959,-0.341737886180543,-0.186024309775313,-0.12445551019237,1.08868344907407,2.88060763888889
"10","4","cfd0d4730323060155717cb4f9b907b0","-0.288428301",1.025723125514,"yes","yes","yes",4,-0.333780613255378,-0.316441204890343,0.863316196698697,-0.683534257431881,1.91691840277778,4.69586805555556
"10","4","d45c3e20536c7c298866a0302a7ad213","0.805056954",0.14168339391291,"yes","yes","yes",4,-0.282094195335432,-0.223767785932977,1.61293421464552,-0.286717269092406,0.30138599537037,2.3965625
"10","4","d4fb0325b82012a507d0fd1c0f5795ba","-0.152272252",-0.0312457674788919,"yes","yes","yes",4,-0.390719006899473,-0.418531382954362,-0.607558621427657,-0.782859802286111,0.797497106481482,2.53258680555556
"10","4","d8fb18a26f5a49c46c38f0e9b3fddbad","-0.531758503",0.445521546638696,"yes","yes","yes",4,-0.264439029709233,-0.192112186131643,-0.0516051004418338,NA,0.155205439814815,1.54912037037037
"10","4","d9e6ae2f07ad94e476c6a82632247ef6","-1.046734663",0.605521424935784,"yes","no","yes",3,-0.373897180594819,-0.388369955262202,0.296191027052186,1.24974424715583,0.708480902777778,1.01333333333333
"10","4","dd73bd3a6d24312cdaca6845152b3d0c","-0.23358069",-0.522558525078034,"yes","yes","yes",4,-0.367017286196026,-0.376034348314371,-0.659324718109342,-0.619211783164801,1.66899305555556,3.51355902777778
"10","4","eb0ef3b99a90de813eb1d61a5b02eea1","-0.270668557",0.463299310893928,"yes","yes","yes",4,-0.390079467420149,-0.417384692731043,1.97069506778651,-0.418758555168686,1.12446469907407,3.70366898148148
"10","4","f41f4364878ecaf1494d1996033b37ad","-0.028132151",-0.952457187977282,"yes","yes","yes",4,-0.377947597297207,-0.395632326676558,-0.487745242837005,-0.818833255028153,0.513778935185185,1.14749421296296
"11","31","241f2d79dd8ae8ccde4a570a69320bf8","0.079998206",0.39885876597706,NA,NA,NA,NA,-0.185928933635063,NA,NA,NA,NA,NA
"11","31","4ba918dca2f25ccab5842cf9da1dcc1f","0.119259623",0.28857094928872,NA,NA,NA,NA,-0.244031725396021,NA,NA,NA,NA,NA
"11","31","5b2edffbd68ca3f5807991c0852645be","0.646635006",0.521084954574963,NA,NA,NA,NA,1.47000063155222,NA,NA,NA,NA,NA
"11","31","5b86442436ec0f220fc334a9bfe42f2a","0.483828571",0.120865248654388,NA,NA,NA,NA,-0.0987747459936274,NA,NA,NA,NA,NA
"11","31","7beac4a912a7c253ec1b2dc54663fcc9","0.205601827",0.651270057779241,NA,NA,NA,NA,0.0464822334087659,NA,NA,NA,NA,NA
"11","31","b2a0a9c991f59220ff8f4bbae642cb6d","2.411323506",-0.514710932054705,NA,NA,NA,NA,0.947075505703604,NA,NA,NA,NA,NA
"11","31","b741c0631800c1a963e4319c83ae5f1e","-0.106571648",0.69674956981567,NA,NA,NA,NA,0.0464822334087659,NA,NA,NA,NA,NA
"11","31","ca2ec0c71099ef0b7a71c32f68bd2a0b","0.473950599",0.462530082828061,NA,NA,NA,NA,0.656561546898818,NA,NA,NA,NA,NA
"11","31","d3b52ff7e7cb0d9e48e7be98ab369936","0.022288057",0.875825148459108,NA,NA,NA,NA,1.61525761095461,NA,NA,NA,NA,NA
"11","31","e2025b870fff0b142d8bf4a146c4b870","-0.489143258",0.543256216692722,NA,NA,NA,NA,0.366047588094031,NA,NA,NA,NA,NA
"11","31","fe715125959995f3f4f934d5c8df617b","-0.462569825",-0.172477603980578,NA,NA,NA,NA,-0.302134517156978,NA,NA,NA,NA,NA
"11","31","ff81b627b5c64d117e6a7d6b9d2c9e80","0.289885428",-0.565306889195232,NA,NA,NA,NA,0.83086992218169,NA,NA,NA,NA,NA
"11","31","fff02d73b0cc4a4e162675f28e206cfe","0.871714877",-0.452745096905071,NA,NA,NA,NA,-0.302134517156978,NA,NA,NA,NA,NA
"11","5","05d6d34061be4a9dbf72d4b403913b80","-0.015309491",0.546165631587344,NA,NA,NA,NA,0.182801416150698,NA,NA,NA,NA,NA
"11","5","0e3f8f1dd93798093192f2778d0678fd","1.255195927",0.224555757946753,NA,NA,NA,NA,0.557155380076329,NA,NA,NA,NA,NA
"11","5","0e557e5c8ff48be0e04f4e1d39ae67e7","0.104430317",-0.118220396225942,NA,NA,NA,NA,0.761348451308491,NA,NA,NA,NA,NA
"11","5","1b14874136a11d959c2f7f4600959174","1.038556418",-0.0147408025134298,NA,NA,NA,NA,0.65925191569241,NA,NA,NA,NA,NA
"11","5","35acc31e6f87af4556a081a9e343704e","1.190550747",0.0946183135691109,NA,NA,NA,NA,-0.327681261929708,NA,NA,NA,NA,NA
"11","5","474f8d4c7cc0e4d8e156b151d6023f78","1.157360293",0.572623482252474,NA,NA,NA,NA,-0.327681261929708,NA,NA,NA,NA,NA
"11","5","64f0b264cc30af00713019e62ba4bc22","-0.07767347",-0.160552957290151,NA,NA,NA,NA,1.03360587961804,NA,NA,NA,NA,NA
"11","5","838056da4bc2c4259e86afca9a331d77","-0.354899135",0.355081154561399,NA,NA,NA,NA,0.250865773228085,NA,NA,NA,NA,NA
"11","5","8a840483c7a2df722928bc451a5b3699","0.405337885",0.986541857102521,NA,NA,NA,NA,0.455058844460248,NA,NA,NA,NA,NA
"11","5","8a87e14f29898305491a970bb1306c3f","-1.92196897",-1.21475131823636,NA,NA,NA,NA,0.0126405234572293,NA,NA,NA,NA,NA
"11","5","8c5a1c1cf17de19c202726bd444b775e","-0.180135182",0.165760534246462,NA,NA,NA,NA,0.046672701995923,NA,NA,NA,NA,NA
"11","5","9060f345a272fff3fcf67713fce533ce","0.444651383",0.691389834127062,NA,NA,NA,NA,0.727316272769797,NA,NA,NA,NA,NA
"11","5","906ec97368605fe16d31560c1205399b","0.266063561",0.160468964113437,NA,NA,NA,NA,-0.191552547774933,NA,NA,NA,NA,NA
"11","5","91459652a124f115447cddc456433046","-0.097740223",0.816035708371678,NA,NA,NA,NA,0.897477165463266,NA,NA,NA,NA,NA
"11","5","933d9cf70028916fabebeb1bdb435e46","-1.813134543",-0.205825279539375,NA,NA,NA,NA,0.727316272769797,NA,NA,NA,NA,NA
"11","5","a2a1d7005010789f2d43340bf9e2b7bd","-0.298112727",-0.193478282562314,NA,NA,NA,NA,-0.0894560121588518,NA,NA,NA,NA,NA
"11","5","ae38cd88972fcbe5f042b89f2f31763c","-1.322047237",0.0916785523840966,NA,NA,NA,NA,0.965541522540653,NA,NA,NA,NA,NA
"11","5","c615b3a512bd992a7a8f5db277d9074c","-1.574079964",0.667871744646945,NA,NA,NA,NA,-0.395745619007095,NA,NA,NA,NA,NA
"11","5","dcaaeecb2c4dc536a3cf683e10d80c1c","-1.333125839",0.18339910135655,NA,NA,NA,NA,1.06763805815673,NA,NA,NA,NA,NA
"11","7","44e38e9d58bb999748616de9776c8202","0.91432043",0.244265906050227,NA,NA,NA,NA,-0.152944522055877,NA,NA,NA,NA,NA
"11","7","cdf73d6ecb37826da89c246539ed43d4","-0.518207501",-0.043377777333418,NA,NA,NA,NA,0.138775274780945,NA,NA,NA,NA,NA
"11","7","de10482af548344708aa448da3875558","0.269804149",0.497225865553209,NA,NA,NA,NA,-0.434245754719955,NA,NA,NA,NA,NA
"11","7","df48a8b054619bc25588808e026b8561","-2.538216789",0.191084196099875,NA,NA,NA,NA,0.451332199963255,NA,NA,NA,NA,NA
"11","7","ef0ee0339c99854a26e4e9a97fe7cf72","-1.882298509",-0.058176166189168,NA,NA,NA,NA,0.0241710688807652,NA,NA,NA,NA,NA
"12","19","0a82cbb7b5fe683dee1e0598c2feadf2","0.004318994",0.28417750118379,NA,NA,NA,NA,-0.269117521532971,NA,NA,NA,NA,NA
"12","19","2bddfa2f61653483abb38e63e12daad4","0.64205467",0.123121753748127,NA,NA,NA,NA,-0.407520818321357,NA,NA,NA,NA,NA
"12","19","329aacc60aa4594ec4d094b27ca08972","1.414529176",0.163675359217538,NA,NA,NA,NA,0.00768907204379927,NA,NA,NA,NA,NA
"12","19","35164038ac491f77041fd086d7f4015f","-1.435803138",0.301557617813537,NA,NA,NA,NA,0.28449566562057,NA,NA,NA,NA,NA
"12","19","364e70549534a81241e41d560fbf7909","0.658688636",-0.106295785764544,NA,NA,NA,NA,0.699705555985726,NA,NA,NA,NA,NA
"12","19","393478322fdbe0dc2c3755a154f5a132","-0.379919265",0.609185682160074,NA,NA,NA,NA,0.28449566562057,NA,NA,NA,NA,NA
"12","19","3b60e2e6aad9d3b6474450286bdc9849","0.906316755",0.25868666346016,NA,NA,NA,NA,0.56130225919734,NA,NA,NA,NA,NA
"12","19","3b843bcf6a033a9bcbc6c6dbeec4a972","-0.413829203",0.252893291250244,NA,NA,NA,NA,1.11491544635088,NA,NA,NA,NA,NA
"12","19","480474672066ea2f0daada20e5e97e56","0.128293155",0.445233248619453,NA,NA,NA,NA,0.422898962408955,NA,NA,NA,NA,NA
"12","19","51ce61c6dbe26a9afcfce634253a42d6","-0.016954969",0.451026620829369,NA,NA,NA,NA,0.699705555985726,NA,NA,NA,NA,NA
"12","19","5739f241a5d733905209fbf383fecc05","-1.435803138",0.203649627465958,NA,NA,NA,NA,0.00768907204379927,NA,NA,NA,NA,NA
"12","19","5dbf8a259dca2336d60e294b3f977cdd","-0.512531414",0.266797384554042,NA,NA,NA,NA,0.422898962408955,NA,NA,NA,NA,NA
"12","19","6292946b93d09ca5b719a49ae3edbede","1.324464952",0.00841298399179149,NA,NA,NA,NA,-0.130714224744586,NA,NA,NA,NA,NA
"12","19","66b11df8e9c74f5fa25bd1a3fd0683ea","-0.257816411",0.356015316586748,NA,NA,NA,NA,-0.684327411898127,NA,NA,NA,NA,NA
"12","19","77f1b102272a703484a18698f168552f","-1.673575687",0.223926430200664,NA,NA,NA,NA,0.146092368832185,NA,NA,NA,NA,NA
"12","19","953d8d514b5c293708b8b9766a1dc451","-0.112568287",0.350221944376832,NA,NA,NA,NA,0.838108852774111,NA,NA,NA,NA,NA
"12","19","9ce69d24cd9a8c9ba303978ed344212d","0.789429475",0.479414144657957,NA,NA,NA,NA,-0.130714224744586,NA,NA,NA,NA,NA
"12","19","9e9f2f9c8bc62f122cb5b4feef740be5","-1.16845216",0.143398556482833,NA,NA,NA,NA,-0.822730708686513,NA,NA,NA,NA,NA
"12","19","b854d31cc74770b516193b6cf1d95646","-0.620780707",0.247099919040328,NA,NA,NA,NA,0.146092368832185,NA,NA,NA,NA,NA
"12","19","cd1ee0b23f3c1a5608ff867a0b615330","0.379919265",0.528657808442242,NA,NA,NA,NA,0.976512149562496,NA,NA,NA,NA,NA
"12","19","cd4567c66863b1a857ec196603dd2eb8","-1.673575687",0.103424288234413,NA,NA,NA,NA,0.00768907204379927,NA,NA,NA,NA,NA
"12","19","cf24f1a2046213638631ad4ad0449b50","-0.758941947",0.24420323293537,NA,NA,NA,NA,-0.407520818321357,NA,NA,NA,NA,NA
"12","19","d60fbcafd0ca396d311f9915136eda97","0.257816411",0.534451180652159,NA,NA,NA,NA,1.66852863350442,NA,NA,NA,NA,NA
"12","19","f8277574310757bfabafb66d5c4774dc","0.128293155",0.25868666346016,NA,NA,NA,NA,0.838108852774111,NA,NA,NA,NA,NA
"12","2","14b2dddb1dbff3bf4fbd6e5fb76f6825","0.161727431",0.989717503225921,NA,NA,NA,NA,0.184225968918676,NA,NA,NA,NA,NA
"12","2","1aea4f074bfdb8dc77bd73ee3e96d1e4","-0.049680886",0.873493610176302,NA,NA,NA,NA,-0.0103460236168096,NA,NA,NA,NA,NA
"12","2","1c787f846913cebce0c667df1e5a91f8","-0.257535288",-1.31496676899382,NA,NA,NA,NA,0.48492813920079,NA,NA,NA,NA,NA
"12","2","1d7e3250bff90b32afc1e4edf3fa656e","-0.99071737",0.621759763221669,NA,NA,NA,NA,0.201914331876447,NA,NA,NA,NA,NA
"12","2","29693d35ad248d877a3f7a3f8888e5b8","1.253888332",-0.212108604815555,NA,NA,NA,NA,-0.0634111124901238,NA,NA,NA,NA,NA
"12","2","40069ad07bc042b5e020c92a82e51ac0","0.130310833",0.189345977727016,NA,NA,NA,NA,0.60874667990519,NA,NA,NA,NA,NA
"12","2","44bb7b13e0f9c0b6c6b2fb68790cd1a9","0.469607242",0.972461554039515,NA,NA,NA,NA,0.838695398356218,NA,NA,NA,NA,NA
"12","2","4a715123df782ba9eb3902fe9d0582c2","-0.006018493",1.08868544708913,NA,NA,NA,NA,0.396486324411933,NA,NA,NA,NA,NA
"12","2","4bf3d492402d320120db724fc6b0b18f","-0.772287633",-0.633864304048015,NA,NA,NA,NA,1.42241137596267,NA,NA,NA,NA,NA
"12","2","4cc5d49d6a2bf3a723d18fb41d33c7ed","0.003057431",0.388296921287936,NA,NA,NA,NA,0.909448850187303,NA,NA,NA,NA,NA
"12","2","6df92bd5ceb0ff68d8ccc6bffdf7475e","-0.335018543",0.541062824379356,NA,NA,NA,NA,1.98843899061136,NA,NA,NA,NA,NA
"12","2","70b8457eb6abac238fadd728a3b002f1","-0.273408622",-0.00300710290969022,NA,NA,NA,NA,0.00734233934096181,NA,NA,NA,NA,NA
"12","2","73e81d31c387ea18b17d49780fdec118","0.508129838",-1.70982348861218,NA,NA,NA,NA,-0.717880541927666,NA,NA,NA,NA,NA
"12","2","927c76189f5ccca5cd97c9247936c1a9","-0.01150363",-0.38619068043136,NA,NA,NA,NA,1.17477429455387,NA,NA,NA,NA,NA
"12","2","9889860d2851719a87b286334a174dad","0.705548083",-0.0999449351039138,NA,NA,NA,NA,-0.257983105025609,NA,NA,NA,NA,NA
"12","2","a4df46f913ea259091d82ecf574c3043","0.126843917",0.920186178563048,NA,NA,NA,NA,0.00734233934096181,NA,NA,NA,NA,NA
"12","2","a69e6c8ee4d4e82e9c73b7d36c513d49","-0.346462205",0.923231346066532,NA,NA,NA,NA,-0.487931823476638,NA,NA,NA,NA,NA
"12","2","a8ddb01a61b819e17ef08a667f019235","0.208682374",0.879076417266022,NA,NA,NA,NA,0.909448850187303,NA,NA,NA,NA,NA
"12","2","cb1847a050c352a784fdb9daa20271f3","0.084318504",1.07599724915795,NA,NA,NA,NA,0.201914331876447,NA,NA,NA,NA,NA
"12","2","cf0f47a5b18fd10e34decdb9f3b0c059","-0.429823544",0.646121103249537,NA,NA,NA,NA,-0.0634111124901238,NA,NA,NA,NA,NA
"12","2","f799cb490ce4afa354ee57448f8709b3","-0.206818449",0.0492682725667761,NA,NA,NA,NA,1.45778810187822,NA,NA,NA,NA,NA
"12","2","f896ce052a1c645bb4544fc88b0bf8be","0.199355743",-0.867327145981748,NA,NA,NA,NA,0.00734233934096181,NA,NA,NA,NA,NA
"12","2","f959ea612677002d46bd0b39bbce77f2","0.208934606",-0.293313071575114,NA,NA,NA,NA,1.01557902793393,NA,NA,NA,NA,NA
"12","2","fba84d043f6b6cd0e2fd0f6dccd0e9ae","1.131793322",-0.407506852955744,NA,NA,NA,NA,1.12170920568056,NA,NA,NA,NA,NA
"12","2","fbd060e3ec8e28ab27ec2c4f7d0677d5","0.236301521",-0.429330553397376,NA,NA,NA,NA,1.67004845737147,NA,NA,NA,NA,NA
"12","2","feb5d540d6550f077b74f3a4b729c9b8","-0.304129348",0.608056509455993,NA,NA,NA,NA,-0.134164564321209,NA,NA,NA,NA,NA
"13","13","05c503ad00b19625fb2c628350ad0c01","0.560251141",-0.716966867197179,NA,NA,NA,NA,-0.951705636290683,NA,NA,NA,NA,NA
"13","13","0c1408f3f3bc3e323e99b4e3cb9beccf","-0.114980063",0.511126591575457,NA,NA,NA,NA,0.896312834579835,NA,NA,NA,NA,NA
"13","13","156ca22c93c14a66b25bb8f1dce38bf3","0.002003944",0.561860394413111,NA,NA,NA,NA,0.480866821748479,NA,NA,NA,NA,NA
"13","13","2ab71cac1fd24a627f435e2e1ab717ce","-0.128224642",0.249071824852037,NA,NA,NA,NA,0.351935300524954,NA,NA,NA,NA,NA
"13","13","2fe9986687e42ac6fcbaf34da6fd03d7","0.045966887",0.459134925857531,NA,NA,NA,NA,0.423563923426912,NA,NA,NA,NA,NA
"13","13","31eeac46b271f080206bd81f4cba41ad","0.240764275",0.659554411447602,NA,NA,NA,NA,0.294632402203388,NA,NA,NA,NA,NA
"13","13","3277e69ffc2a26ba4aac59862843bdcb","-0.848122811",-1.72996577344323,NA,NA,NA,NA,-0.493282449718151,NA,NA,NA,NA,NA
"13","13","345cf28c6cb0a2f578c1e0bf2fcd19b7","-0.101513332",0.691000983454413,NA,NA,NA,NA,0.0224436351759469,NA,NA,NA,NA,NA
"13","13","36c1df3be9b3127c332dbadab95bac6a","0.140563358",0.507353002934639,NA,NA,NA,NA,1.09687297870532,NA,NA,NA,NA,NA
"13","13","5dfd1c20276b2d84f968a92a2082576a","0.204793851",0.576116173722865,NA,NA,NA,NA,1.15417587702688,NA,NA,NA,NA,NA
"13","13","5f0de3d616e546cf1ca6a9d5153d4b7e","0.346392018",-0.0360437613430442,NA,NA,NA,NA,-0.865751288808333,NA,NA,NA,NA,NA
"13","13","620cf86333b3cbbddb8b4179cf345ae5","-0.190663473",0.862489622798218,NA,NA,NA,NA,1.44069036863472,NA,NA,NA,NA,NA
"13","13","7f057185623513c65e3c887224cdc0fb","0.021801452",0.622657100292944,NA,NA,NA,NA,-0.421653826816193,NA,NA,NA,NA,NA
"13","13","9ac2ca5cd7424f8817a0d35df378b08b","0.5176286",0.610497759116978,NA,NA,NA,NA,0.0510950843367301,NA,NA,NA,NA,NA
